query,doc_id,doc_url,language,relevant,annotator
university শিক্ষার্থীদের protest আন্দোলন,7c0d2bab622a,https://www.prothomalo.com/bangladesh/capital/fb4wh9n19t,bangla,yes,moushi
Trump এর America trade policy,9780b89e60df,https://www.prothomalo.com/video/international/6hwou5vae1,bangla,yes,moushi
Trump এর America trade policy,146efe7b12ef,https://www.prothomalo.com/world/usa/rthvigfdww,bangla,yes,moushi
Trump এর America trade policy,5f945668d6a5,https://www.prothomalo.com/video/international/09dch8eitx,bangla,yes,moushi
Trump এর America trade policy,b47822f4155b,https://www.prothomalo.com/world/europe/sblmt50cvb,bangla,yes,moushi
Trump এর America trade policy,db22a6875814,https://cnnespanol.cnn.com/2026/01/19/eeuu/video/donald-trump-primer-ano-eeuu-cambios-historicos-mexico-opina-tv,english,yes,moushi
Trump এর America trade policy,2a6b7b016ae0,https://www.prothomalo.com/world/china/cls27mwbcb,bangla,yes,moushi
Trump এর America trade policy,f98a3e73147b,https://www.prothomalo.com/world/europe/0cs79cq35n,bangla,yes,moushi
Trump এর America trade policy,5837de9f410c,https://www.prothomalo.com/world/india/fu2unun0xb,bangla,yes,moushi
Trump এর America trade policy,45a3addea9cb,http://aljazeera.net/news/2026/1/22/توماس-فريدمان-سياسة-ترامب-ليست-أميركا,english,yes,moushi
Trump এর America trade policy,13ec851b7a64,https://www.prothomalo.com/world/usa/mmo0vqufrq,bangla,yes,moushi
চালের দাম ও food inflation,aa094028e79b,https://www.prothomalo.com/business/fz8dwbguuj,bangla,yes,moushi
চালের দাম ও food inflation,97f82ebec0bc,https://www.prothomalo.com/video/bangladesh/5dym2gpd8i,bangla,yes,moushi
চালের দাম ও food inflation,149cc84525d6,https://www.prothomalo.com/business/world-business/nm65qf0ovw,bangla,yes,moushi
চালের দাম ও food inflation,bc0c21c08b7c,https://www.prothomalo.com/business/economics/sw0zgunlky,bangla,yes,moushi
চালের দাম ও food inflation,7e410024177a,https://www.prothomalo.com/video/bangladesh/sq11wqb0g0,bangla,no,moushi
চালের দাম ও food inflation,c45e46060321,https://www.prothomalo.com/business/industry/44u2yhiihw,bangla,no,moushi
চালের দাম ও food inflation,61112071a990,https://www.prothomalo.com/bangladesh/ctk2uabyye,bangla,no,moushi
চালের দাম ও food inflation,d60ffcd3bf62,https://www.thedailystar.net/business/news/govt-buy-50000-tonnes-rice-each-india-pakistan-4064766,english,yes,moushi
চালের দাম ও food inflation,4e58b315315b,https://www.prothomalo.com/business/industry/8l7wvx3i9g,bangla,yes,moushi
চালের দাম ও food inflation,142ddf72a6c5,https://www.prothomalo.com/business/economics/gufoyj7f0j,bangla,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,abcb4131fb17,https://www.prothomalo.com/world/usa/ty8wfif6vh,bangla,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,9780b89e60df,https://www.prothomalo.com/video/international/6hwou5vae1,bangla,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,fd40ae9fe7bf,https://www.bbc.co.uk/news/world/us_and_canada,english,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,c98bec918f48,https://www.prothomalo.com/world/europe/3ul3jv8ssl,bangla,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,e2a24480d555,https://edition.cnn.com/2026/01/21/world/video/trump-greenland-deal-framework-us-ownership-digvid-vrtc,english,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,35636928732b,https://cnn.com/2026/01/21/world/video/trump-greenland-deal-framework-us-ownership-digvid-vrtc,english,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,2b5cc4edc9e4,https://www.prothomalo.com/video/international/ii5eosf1l0,bangla,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,d9e2e82bc51b,http://aljazeera.net/news/2026/1/22/تعرف-على-تطورات-أزمة-غرينلاند-بعد,english,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,3d132d78886e,https://www.prothomalo.com/sports/football/4n5wsembfu,bangla,yes,moushi
Greenland নিয়ে Trump এর territory মন্তব্য,572d988596d2,https://www.aljazeera.com/video/newsfeed/2026/1/22/trump-praises-infinite-greenland-framework-deal,english,yes,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,d664cafa1fa3,https://www.bbc.com/future/article/20251223-why-indian-cinema-is-awash-with-ai,english,yes,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,ba0e74749af9,https://www.prothomalo.com/chakri/chakri-news/jp1axyy2xn,bangla,yes,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,2b6392680c3b,https://www.prothomalo.com/chakri/chakri-news/0kli0mo3ju,bangla,yes,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,d563cfd9ce23,https://www.prothomalo.com/technology/artificial-intelligence/5i3wujujb1,bangla,yes,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,70728f9b1ad3,https://nagorik.prothomalo.com/durporobash/pjql8kv4dv,bangla,no,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,936c8107bfd9,https://www.npr.org/about-npr/1205385162/special-section-generative-artificial-intelligence,english,yes,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,4d044b068654,https://www.thedailystar.net/tech-startup/news/will-deepseek-become-major-competitor-openai-3813506,english,yes,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,beef84552def,https://www.prothomalo.com/technology/ze063j6rdd,bangla,yes,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,bf4b734e171e,https://nagorik.prothomalo.com/wdo1vn3stf,bangla,no,moushi
কৃত্রিম বুদ্ধিমত্তা ও Artificial Intelligence অগ্রগতি,f75a65dfd40e,https://www.prothomalo.com/world/usa/ebls2ep9rb,bangla,yes,moushi
